name,carbs,fats,proteins
BABYFOOD.FRUIT.APPL & RASPBERRY.JR,15.4,0.2,0.2
BABYFOOD.FRUIT.APPL & RASPBERRY.STR,15.6,0.2,0.2
BABYFOOD.FRUIT.APPL&BLUEBERRY.JR,16.6,0.2,0.2
BABYFOOD.FRUIT.APPL&BLUEBERRY.STR,16.3,0.2,0.2
BABYFOOD.FRUIT.APPLSAUC & CHERRIES.JR,14.1,0,0
BABYFOOD.FRUIT.APPLSAUC W/BANANA.JR,16.16,0.1,0.37
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.JR,12.4,0.2,0.2
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.STR,11.64,0.2,0.2
BABYFOOD.FRUIT.APPLSAUC&CHERRIES.STR,14.1,0,0
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.JR,10.5,0.1,0.1
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.STR,10.1,0.1,0.1
BABYFOOD.FRUIT.APPLSAUC.JR,10.3,0,0
BABYFOOD.FRUIT.APPLSAUC.STR,10.8,0.2,0.2
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.JR,17.3,0,0.3
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.STR,16.3,0,0.3
BABYFOOD.FRUIT.BANANAS W/APPLS&PEARS.STR,19.31,0.22,0.9
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.JR,17.8,0.2,0.4
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.STR,15.3,0.1,0.4
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.JR,18.4,0.1,0.2
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.STR,17.8,0,0.2
BABYFOOD.FRUIT.GUAVA&PAPAYA W/TAPIOCA.STR,17,0.1,0.2
BABYFOOD.FRUIT.PAPAYA&APPLSAUC W/TAPIOCA.STR,18.9,0.1,0.2
BABYFOOD.FRUIT.PEACHES.JR,14.48,0.33,0.94
BABYFOOD.FRUIT.PEACHES.STR,14.48,0.33,0.94
BABYFOOD.FRUIT.PEARS&PNAPPL.JR,11.4,0.2,0.3
BABYFOOD.FRUIT.PEARS&PNAPPL.STR,10.9,0.1,0.3
BABYFOOD.FRUIT.PEARS.JR,11.6,0.1,0.3
BABYFOOD.FRUIT.PEARS.STR,10.8,0.2,0.3
BABYFOOD.FRUIT.PLUMS W/TAPIOCA.WO/VIT C.JR,20.5,0,0.1
BABYFOOD.FRUIT.PLUMS W/TAPIOCA.WO/VIT C.STR,19.7,0,0.1
BABYFOOD.FRUIT.PRUNES W/TAPIOCA.WO/VIT C.JR,18.7,0.1,0.6
BABYFOOD.FRUIT.PRUNES W/TAPIOCA.WO/VIT C.STR,18.5,0.1,0.6
BABYFOOD.FRUIT.TUTTI FRUTTI.JR,16,0.4,0.4
BABYFOOD.FRUIT.TUTTI FRUTTI.STR,15.48,0.3,0.4
BABYFOOD.GERBER.2ND FOODS.APPL.CARROT & SQUASH.ORGANIC,14.82,0,1.1
BABYFOOD.GERBER.3RD FOODS.APPL.MANGO & KIWI,12.88,0,0.47
BABYFOOD.GERBER.BANANA W/ ORANGE MEDLEY,20.41,0,1.06
BABYFOOD.GRAPE JUC.NO SUGAR.CND,15.38,0,0
BABYFOOD.GRN BNS&TURKEY.STR,5.35,1.5,4.1
BABYFOOD.GRN BNS.DICES.TODD,5.7,0.2,1.2
BABYFOOD.H2O.BTLD.GERBER.WO/ ADDED FLUORIDE.,0,0,0
BABYFOOD.JUC TREATS.FRUIT MEDLEY.TODD,86.68,0.02,0
BABYFOOD.JUC.APPL - CHERRY,11.2,0.1,0.2
BABYFOOD.JUC.APPL&CHERRY,9.9,0.2,0.1
BABYFOOD.JUC.APPL&GRAPE,11.34,0.2,0.1
BABYFOOD.JUC.APPL&PEACH,10.5,0.1,0.2
BABYFOOD.JUC.APPL&PLUM,12.3,0,0.1
BABYFOOD.JUC.APPL&PRUNE,18.1,0.1,0.2
BABYFOOD.JUC.APPL.W/CA,11.1,0.1,0.06
BABYFOOD.JUC.APPLE-SWEET POTATO,11.4,0.1,0.3
BABYFOOD.JUC.FRUIT PUNCH.W/CA,12.7,0.1,0.2
BABYFOOD.JUC.MXD FRUIT,11.7,0.1,0.1
BABYFOOD.JUC.ORANGE&APPL,10.1,0.2,0.4
BABYFOOD.JUC.ORANGE&APPL&BANANA,11.5,0.1,0.4
BABYFOOD.JUC.ORANGE&APRICOT,10.9,0.1,0.8
BABYFOOD.JUC.ORANGE&BANANA,11.9,0.1,0.7
BABYFOOD.JUC.ORANGE&PNAPPL,11.7,0.1,0.5
BABYFOOD.JUC.ORANGE-CARROT,9.9,0.1,0.5
BABYFOOD.JUC.PRUNE&ORANGE,16.8,0.3,0.6
BABYFOOD.JUICE.APPLE,11.7,0.1,0
BABYFOOD.JUICE.ORANGE,10.2,0.3,0.6
BABYFOOD.JUICE.PEAR,11.86,0,0
BABYFOOD.MACARONI&CHS.TODD,11.2,2.6,3.5
BABYFOOD.MEAT.BF W/ VEG.TODD,8.72,2.1,3.5
BABYFOOD.MEAT.BF.JR,2.43,2.52,12.03
BABYFOOD.MEAT.BF.STR,2.43,2.52,12.03
BABYFOOD.MEAT.CHICK STKS.JR,1.5,14.4,14.6
BABYFOOD.MEAT.CHICK.JR,0,9.6,14
BABYFOOD.MEAT.CHICK.STR,0.1,7.9,13.7
BABYFOOD.MEAT.HAM.JUNIOR,3.7,3.8,11.3
BABYFOOD.MEAT.HAM.STR,3.7,3.8,11.3
BABYFOOD.MEAT.LAMB.JUNIOR,0,5.2,15.2
BABYFOOD.MEAT.LAMB.STR,0.85,3.41,14.07
BABYFOOD.MEAT.MEAT STKS.JR,1.1,14.6,13.4
BABYFOOD.MEAT.PORK.STR,0,7.1,14
BABYFOOD.MEAT.TURKEY.JR,1.4,6.2,11.5
BABYFOOD.MEAT.TURKEY.STR,1.4,6.2,11.5
BABYFOOD.MEAT.VEAL.STR,1.51,2.45,13.12
BABYFOOD.MSHD CHEDDAR POTATOES&BROCCOLI.TODDLER,7.47,1.47,1.11
BABYFOOD.MXD FRUIT JUC W/LOFAT YOGURT,14.68,0.8,2.4
BABYFOOD.MXD FRUIT YOGURT.STR,16.23,0.8,0.8
BABYFOOD.OATMEAL CRL W/ FRUIT.DRY.INST.TODD FORT,74.1,7.05,10.5
BABYFOOD.PEACHES.DICES.TODD,11.8,0.2,0.5
BABYFOOD.PEARS.DICES.TODD,13.6,0.1,0.3
BABYFOOD.PEAS&BROWN RICE,11.49,0.5,3.4
BABYFOOD.PEAS.DICES.TODD,10.3,0.8,3.9
BABYFOOD.PLUMS.BANANAS&RICE.STR,12.7,0.3,1.1
BABYFOOD.POTATOES.TODDLER,11.73,0.1,1
BABYFOOD.PRETZELS,82.2,2,10.8
BABYFOOD.PRUNES.WO/VIT C.STR,23.52,0.2,1
BABYFOOD.RAVIOLI.CHS FILLED.W/TOMATO SAU,16.3,2.2,3.6
BABYFOOD.RICE&APPLS.DRY,86.89,2.4,6.7
BABYFOOD.SNACK.GERBER GRADUATE FRUIT STRIPS.REAL FRUIT BARS,76.61,2.24,0.82
BABYFOOD.SNACK.GERBER.GRADUATES.YOGURT MELTS,71.82,4,14.29
BABYFOOD.TEETHING BISCUITS,76.4,4.2,10.7
BABYFOOD.TROPICAL FRUIT MEDLEY,12.22,0.14,0.31
BABYFOOD.TURKEY.RICE&VEG.TODD,7.5,1.6,3.8
BABYFOOD.VEG&BROWN RICE.STR,12.1,1.5,1.9
BABYFOOD.VEG.BEETS.STR,7.7,0.1,1.3
BABYFOOD.VEG.BUTTERNUT SQUASH&CORN,9.26,0.6,2
BABYFOOD.VEG.CARROTS.JR,7.2,0.2,0.8
BABYFOOD.VEG.CARROTS.STR,6,0.1,0.8
BABYFOOD.VEG.CORN.CRMD.JR,16.25,0.4,1.4
BABYFOOD.VEG.CORN.CRMD.STR,14.1,0.4,1.4
BABYFOOD.VEG.GARDEN VEG.STR,6.8,0.2,2.3
BABYFOOD.VEG.GRN BNS&POTATOES,9,1.9,2.2
BABYFOOD.VEG.GRN BNS.JR,5.8,0.1,1.2
BABYFOOD.VEG.GRN BNS.STR,6.29,0.17,1.2
BABYFOOD.VEG.MIX VEG JR,8.2,0.4,1.4
BABYFOOD.VEG.MIX VEG STR,8.25,0.5,1
BABYFOOD.VEG.PEAS.STR,8.36,0.43,3.27
BABYFOOD.VEG.SPINACH.CRMD.STR,5.7,1.3,2.5
BABYFOOD.VEG.SQUASH.JR,5.73,0.2,0.81
BABYFOOD.VEG.SQUASH.STR,5.73,0.2,0.81
BABYFOOD.VEG.SWT POTATOES.JR,14,0.1,1.1
BABYFOOD.VEG.SWT POTATOES.STR,13.2,0.1,1.1
BABYFOOD.YOG.WHL MILK.W/ FRUIT.MULTIG CRL & ADD DHA FORT,13.22,3.53,3.4
BABYFOOD.YOGU.WHL MILK.W/ FRUI.MULTIGRA CRL & ADD IRON FORT,13,3.08,3.05
BACON & BF STKS,0.8,44.2,29.1
BACON BITS.MEATLESS,28.6,25.9,32
BACON.MEATLESS,5.31,29.52,11.69
BACON.PRE-SLICED.REDUCED/LOW NA.UNPREP,0.83,39.27,12.53
BACON.TURKEY.LO NA,4.8,20,13.33
BAGEL.PLN.TSTD. ENR W/CA PROP(INCLUDE ONION.POPPY.SESAME),52.38,1.32,10.56
BAGELS.CINNAMON-RAISIN,55.2,1.7,9.8
BAGELS.CINNAMON-RAISIN.TSTD,59.3,1.8,10.6
BAGELS.EGG,53,2.1,10.6
BAGELS.MULTIGRAIN,47.47,1.24,9.9
BAGELS.OAT BRAN,53.3,1.2,10.7
BAGELS.PLN.ENR.W/ CA PROP (INCLUDES ONION.POPPY.SESAME).TSTD,57.39,1.43,11.14
BAGELS.PLN.ENR.WO/CA PROP (INCL ONION.POPPY.SESAME),53.4,1.6,10.5
BAGELS.PLN.UNENR.W/CA PROP (INCL ONION.POPPY.SESAME),53.4,1.6,10.5
BAGELS.PLN.UNENR.WO/CA PROP (INCL ONION.POPPY.SESAME),53.4,1.6,10.5
BAGELS.WHEAT,48.89,1.53,10.2
BAGELS.WHL GRAIN WHITE,54.52,0,9.3
BAK CHOC.MARS SNACKFOOD US.M&M'S SEMISWT CHOC MINI BAK BITS,65.96,26.15,4.44
BAKING CHOC.MARS SNACKFOOD US.M&M'S MILK CHOC MINI BAK BITS,68.4,23.36,4.78
BAKING CHOC.MEXICAN.SQUARES,77.41,15.59,3.64
BAKING CHOC.UNSWTND.LIQ,36.2,47.7,12.1
Baking chocolate. unsweetened. squares,28.42,52.31,14.32
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.CKD.BLD.DRND.W/SALT,6.16,0.2,3.6
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.CKD.BLD.DRND.WO/SALT,6.68,0.2,3.6
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.RAW,3.29,0.69,5.3
BALSAM-PEAR (BITTER GOURD).PODS.CKD.BLD.DRND.W/SALT,4.32,0.18,0.84
BALSAM-PEAR (BITTER GOURD).PODS.CKD.BLD.DRND.WO/SALT,4.32,0.18,0.84
BALSAM-PEAR (BITTER GOURD).PODS.RAW,3.7,0.17,1
BAMBOO SHOOTS.CKD.BLD.DRND.W/SALT,1.52,0.22,1.53
BAMBOO SHOOTS.CKD.BLD.DRND.WO/SALT,1.92,0.22,1.53
BAMBOO SHOOTS.CND.DRND SOL,3.22,0.4,1.72
BAMBOO SHOOTS.RAW,5.2,0.3,2.6
BANANA CHIPS,58.4,33.6,2.3
BANANAS.DEHYD.OR BANANA PDR,88.28,1.81,3.89
BANANAS.RAW,22.84,0.33,1.09
BANQUET.SALISBURY STEAK W/ GRAVY.FAMILY SIZE.FRZ.UNPREP,6.96,11.1,6.89
BARBARA DEE.WNTR MINTS COOKIES,67.1,26,3.9
BARBECUE LOAF.PORK.BEEF,6.4,8.9,15.84
BARLEY FLOUR OR MEAL,74.52,1.6,10.5
BARLEY MALT FLR,78.3,1.84,10.28
BARLEY.HULLED,73.48,2.3,12.48
BARLEY.PEARLED.COOKED,28.22,0.44,2.26
BARLEY.PEARLED.RAW,77.72,1.16,9.91
BASIL.FRESH,2.65,0.64,3.15
BASS.FRESHWATER.MXD SP.CKD.DRY HEAT,0,4.73,24.18
BASS.FRSH H2O.MXD SP.RAW,0,3.69,18.86
BASS.STRIPED.CKD.DRY HEAT,0,2.99,22.73
BASS.STRIPED.RAW,0,2.33,17.73
BEANS.ADZUKI.MATURE SD.CKD.BLD.W/SALT,24.77,0.1,7.52
BEANS.ADZUKI.MATURE SEEDS.CKD.BLD.WO/SALT,24.77,0.1,7.52
BEANS.ADZUKI.MATURE SEEDS.CND.SWTND,55.01,0.03,3.8
BEANS.ADZUKI.MATURE SEEDS.RAW,62.9,0.53,19.87
BEANS.BAKED.HOME PREPARED,21.63,5.15,5.54
BEANS.BKD.CND.NO SALT ADDED,20.49,0.4,4.8
BEANS.BKD.CND.PLN OR VEGETARIAN,21.14,0.37,4.75
BEANS.BKD.CND.W/BF,16.91,3.45,6.38
BEANS.BKD.CND.W/FRANKS,15.39,6.57,6.75
BEANS.BKD.CND.W/PORK,19.99,1.55,5.19
BEANS.BKD.CND.W/PORK&SWT SAU,21.57,0.89,4.52
BEANS.BKD.CND.W/PORK&TOMATO SAU,18.69,0.93,5.15
BEANS.BLACK TURTLE.MATURE SEEDS.CKD.BLD.W/ SALT,24.35,0.35,8.18
BEANS.BLACK TURTLE.MATURE SEEDS.CKD.BLD.WO/ SALT,24.35,0.35,8.18
BEANS.BLACK TURTLE.MATURE SEEDS.CND,16.55,0.29,6.03
BEANS.BLACK TURTLE.MATURE SEEDS.RAW,63.25,0.9,21.25
BEANS.BLACK.MATURE SEEDS.CKD.BLD.W/SALT,23.71,0.54,8.86
BEANS.BLACK.MATURE SEEDS.CKD.BLD.WO/SALT,23.71,0.54,8.86
BEANS.BLACK.MATURE SEEDS.CND.LO NA,16.55,0.29,6.03
BEANS.BLACK.MATURE SEEDS.RAW,62.36,1.42,21.6
BEANS.CHILI.BARBECUE.RANCH STYLE.CKD,16.9,1,5
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CKD.BLD.W/SALT,24.46,0.46,9.34
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CKD.BLD.WO/SALT,24.46,0.46,9.34
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CND,15.12,0.28,5.54
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.RAW,60.05,1.23,23.03
BEANS.FAVA.IN POD.RAW,17.63,0.73,7.92
BEANS.FRENCH.MATURE SEEDS.CKD.BLD.W/SALT,24.02,0.76,7.05
BEANS.FRENCH.MATURE SEEDS.CKD.BLD.WO/SALT,24.02,0.76,7.05
BEANS.FRENCH.MATURE SEEDS.RAW,64.11,2.02,18.81
BEANS.GREAT NORTHERN.MATURE SEEDS.CKD.BLD.W/SALT,21.09,0.45,8.33
BEANS.GREAT NORTHERN.MATURE SEEDS.CKD.BLD.WO/SALT,21.09,0.45,8.33
BEANS.GREAT NORTHERN.MATURE SEEDS.CND,21.02,0.39,7.37
BEANS.GREAT NORTHERN.MATURE SEEDS.CND.LO NA,21.02,0.39,7.37
BEANS.GREAT NORTHERN.MATURE SEEDS.RAW,62.37,1.14,21.86
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CKD.BLD.W/SALT,22.8,0.5,8.67
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CKD.BLD.WO/SALT,22.8,0.5,8.67
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CND,14.5,0.6,5.22
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.RAW,60.01,0.83,23.58
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.CKD.BLD.W/SALT,22.41,0.09,9.13
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.CKD.BLD.WO/SALT,22.41,0.09,9.13
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.RAW,59.8,0.25,24.37
BEANS.KIDNEY.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.W/SALT,4.72,0.58,4.83
BEANS.KIDNEY.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.WO/SALT,4.72,0.58,4.83
BEANS.KIDNEY.MATURE SEEDS.SPROUTED.RAW,4.1,0.5,4.2
BEANS.KIDNEY.RED.MATURE SEEDS.CKD.BLD.W/SALT,22.8,0.5,8.67
BEANS.KIDNEY.RED.MATURE SEEDS.CKD.BLD.WO/SALT,22.8,0.5,8.67
BEANS.KIDNEY.RED.MATURE SEEDS.CND.DRND SOL,21.49,1.05,7.98
BEANS.KIDNEY.RED.MATURE SEEDS.CND.DRND SOL.RINSED IN TAP H2O,20.8,0.93,8.12
BEANS.KIDNEY.RED.MATURE SEEDS.CND.SOL & LIQ.LO NA,14.83,0.36,5.22
BEANS.KIDNEY.RED.MATURE SEEDS.CND.SOL & LIQUIDS,14.83,0.36,5.22
BEANS.KIDNEY.RED.MATURE SEEDS.RAW,61.29,1.06,22.53
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.CKD.BLD W/SALT,21.85,0.17,9.49
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.CKD.BLD.WO/SALT,21.85,0.17,9.49
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.RAW,58.33,0.45,25.33
BEANS.LIQ FROM STWD KIDNEY BNS,2.8,3.2,1.8
BEANS.MUNG.MATURE SEEDS.SPROUTED.CND.DRND SOL,2.14,0.06,1.4
BEANS.NAVY.MATURE SEEDS.CKD.BLD.W/SALT,26.05,0.62,8.23
BEANS.NAVY.MATURE SEEDS.CKD.BLD.WO/SALT,26.05,0.62,8.23
BEANS.NAVY.MATURE SEEDS.CND,20.45,0.43,7.53
BEANS.NAVY.MATURE SEEDS.RAW,60.75,1.5,22.33
BEANS.NAVY.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.W/SALT,15.01,0.81,7.07
BEANS.NAVY.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.WO/SALT,15.01,0.81,7.07
BEANS.NAVY.MATURE SEEDS.SPROUTED.RAW,13.05,0.7,6.15
BEANS.PINK.MATURE SEEDS.CKD.BLD.W/SALT,27.91,0.49,9.06
BEANS.PINK.MATURE SEEDS.CKD.BLD.WO/SALT,27.91,0.49,9.06
BEANS.PINK.MATURE SEEDS.RAW,64.19,1.13,20.96
BEANS.PINTO.CND.DRND SOL,20.22,0.9,6.99
BEANS.PINTO.IMMAT SEEDS.FRZ.CKD.BLD.DRND.W/SALT,30.87,0.48,9.31
BEANS.PINTO.IMMAT SEEDS.FRZ.CKD.BLD.DRND.WO/SALT,30.87,0.48,9.31
BEANS.PINTO.IMMAT SEEDS.FRZ.UNPREP,32.5,0.5,9.8
BEANS.PINTO.MATURE SEEDS.CKD.BLD.W/SALT,26.22,0.65,9.01
BEANS.PINTO.MATURE SEEDS.CKD.BLD.WO/SALT,26.22,0.65,9.01
BEANS.PINTO.MATURE SEEDS.CND.DRND SOL.RINSED IN TAP H2O,20.77,0.97,7.04
BEANS.PINTO.MATURE SEEDS.CND.SOL & LIQUIDS,15.18,0.56,4.6
BEANS.PINTO.MATURE SEEDS.CND.SOL & LIQUIDS.LO NA,15.18,0.56,4.6
BEANS.PINTO.MATURE SEEDS.RAW,62.55,1.23,21.42
BEANS.PINTO.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.W/SALT,3.5,0.32,1.86
BEANS.PINTO.MATURE SEEDS.SPROUTED.CKD.BLD.DRND.WO/SALT,4.1,0.32,1.86
BEANS.PINTO.MATURE SEEDS.SPROUTED.RAW,11.6,0.9,5.25
BEANS.SHELLIE.CND.SOL & LIQUIDS,6.19,0.19,1.76
BEANS.SML WHITE.MATURE SEEDS.CKD.BLD.W/SALT,25.81,0.64,8.97
BEANS.SML WHITE.MATURE SEEDS.CKD.BLD.WO/SALT,25.81,0.64,8.97
BEANS.SML WHITE.MATURE SEEDS.RAW,62.25,1.18,21.11
BEANS.SNAP.CND.ALL STYLES.SEASONED.SOL&LIQUIDS,3.49,0.2,0.83
BEANS.SNAP.GREEN.RAW,6.97,0.22,1.83
BEANS.SNAP.GRN.CKD.BLD.DRND.W/SALT,7.88,0.28,1.89
BEANS.SNAP.GRN.CKD.BLD.DRND.WO/SALT,7.88,0.28,1.89
BEANS.SNAP.GRN.CND.NO SALT.DRND SOL,4.32,0.46,1.12
BEANS.SNAP.GRN.CND.NO SALT.SOL&LIQUIDS,3.5,0.1,0.8
BEANS.SNAP.GRN.CND.REG PK.DRND SOL,4.19,0.41,1.05
BEANS.SNAP.GRN.CND.REG PK.SOL & LIQUIDS,3.27,0.17,0.72
BEANS.SNAP.GRN.FRZ.ALL STYLES.MICROWAVED,6.98,0.41,1.98
BEANS.SNAP.GRN.FRZ.ALL STYLES.UNPREP,7.54,0.21,1.79
BEANS.SNAP.GRN.FRZ.CKD.BLD.DRND WO/SALT,6.45,0.17,1.49
BEANS.SNAP.GRN.FRZ.CKD.BLD.DRND.W/SALT,6.45,0.17,1.49
BEANS.SNAP.GRN.MICROWAVED,6.41,0.5,2.31
BEANS.SNAP.YEL.CKD.BLD.DRND.W/SALT,7.88,0.28,1.89
BEANS.SNAP.YEL.CKD.BLD.DRND.WO/SALT,7.88,0.28,1.89
BEANS.SNAP.YEL.CND.NO SALT.DRND SOL,4.5,0.1,1.15
BEANS.SNAP.YEL.CND.NO SALT.SOL&LIQUIDS,3.5,0.1,0.8
BEANS.SNAP.YEL.CND.REG PK.DRND SOL,4.5,0.1,1.15
BEANS.SNAP.YEL.CND.REG PK.SOL&LIQUIDS,3.5,0.1,0.8
BEANS.SNAP.YEL.FRZ.ALL STYLES.UNPREP,7.58,0.21,1.8
BEANS.SNAP.YEL.FRZ.CKD.BLD.DRND.W/SALT,6.45,0.17,1.49
BEANS.SNAP.YEL.FRZ.CKD.BLD.DRND.WO/SALT,6.45,0.17,1.49
BEANS.SNAP.YELLOW.RAW,7.13,0.12,1.82
BEANS.WHITE.MATURE SEEDS.CKD.BLD.W/ SALT,25.09,0.35,9.73
BEANS.WHITE.MATURE SEEDS.CKD.BLD.WO/SALT,25.09,0.35,9.73
BEANS.WHITE.MATURE SEEDS.CND,21.2,0.29,7.26
BEANS.WHITE.MATURE SEEDS.RAW,60.27,0.85,23.36
BEANS.YEL.MATURE SEEDS.CKD.BLD.W/SALT,25.28,1.08,9.16
BEANS.YEL.MATURE SEEDS.CKD.BLD.WO/SALT,25.28,1.08,9.16
BEANS.YEL.MATURE SEEDS.RAW,60.7,2.6,22
BEAR NAKED.DOUBLE CHOC COOKIES,66.9,16.9,6.6
BEAR NAKED.FRUIT & NUT COOKIES,61.6,21.4,7.5
BEAR.BLACK.MEAT (ALASKA NATIVE),0,8.3,20.1
BEAR.POLAR.MEAT.RAW (ALASKA NATIVE),0,3.1,25.6
BEECHNUTS.DRIED,33.5,50,6.2
"BEEF COMP.LN.1/8"" FAT.CHOIC.CKD",0,9.16,28.73
BEEF JERKY.CHOPD&FORMED,11,25.6,33.2
BEEF MACARONI W/ TOMATO SAU.FRZ ENTREE.RED FAT,17.99,1.96,5.89
BEEF POT PIE.FRZ ENTREE.PREP,22.05,11.39,7.25
BEEF SAUSAGE.FRSH.CKD,0.35,27.98,18.21
BEEF SAUSAGE.PRE-COOKED,0.03,37.57,15.5
BEEF STEW.CANNED ENTREE,7.85,5.53,4.41
"Beef. bottom round. roast.lean only. 0"" fat. choice. roasted",0,7.63,27.23
"BEEF. CHUCK. SHORT RIBS. BNL. 0"" FAT. CHOICE. CKED. BR",0,14.95,28.84
"Beef. ln. top ln stk. bneless lip-on. 1/8"" fat all grdes raw",0,5.67,23.07
"Beef. shoulder steak. boneless. lean only. 0"". choice. grill",0,6.25,28.54
BEEF. VAR MEATS&BY-PRODUCTS. LIVER. CKD. PAN-FRIED,5.16,4.68,26.52
BEEF.AU.IMP.WGU.TDLN STK/RST.BNLES.LN & FAT. MRB SCR 4/5.RAW,0,14.09,19.71
BEEF.AU.IMP.WGU.TNLN. STK/RST.BNLESS.LN & FAT. MRB SCR 9.RAW,0.58,19.11,18.5
BEEF.AUS.IMP.GRSS-FD.BTTM RND STK/RST.BNLESS.LN.RAW,0,4.93,21.4
BEEF.AUS.IMP.GRSS-FD.RBEYE STK/RST LIP-ON.BNLESS.LN&FAT.RAW,0.11,15.21,19.8
BEEF.AUS.IMP.GRSS-FD.RD.TP RND CAP-OFF STK/RST.BNLESS.LN.RAW,0,4.43,22.41
BEEF.AUS.IMP.GRSS-FD.RIBEYE STK/RST LIP-ON.BNLESS.LN.RAW,0,8.2,21.47
BEEF.AUS.IMP.GRSS-FD.TOP SIRLN CP-OFF STK/RST.BNLESS.LN.RAW,0,3.87,21.9
BEEF.AUS.IMP.GRSS-FD.TP RNDCAP-OFF STK/RST.BNLESS.LN&FAT.RAW,0,4.4,22.24
BEEF.AUS.IMP.GRSS-FD.TP SIRLN CP-OFFSTK/RST.BNLES.LN&FAT.RAW,0.01,4.45,21.77
BEEF.AUS.IMP.GRSS-FED. TOP LOIN STK/RST.BNLESS.LN FAT.RAW,0.11,13.17,19.9
BEEF.AUS.IMP.GRSS-FED.BTTM RND STK/RST.BNLESS.LN&FAT.RAW,0.01,6.16,21.13
BEEF.AUS.IMP.GRSS-FED.LOIN.TENDERLN STK/RST.BNLESS.RAW,0,6.11,20.85
BEEF.AUS.IMP.GRSS-FED.TNDERLN STK/RST.BNLESS.LN&FAT.RAW,0.01,7.63,20.53
BEEF.AUS.IMP.GRSS-FED.TOP LOIN STK/RST.BNLESS.LN.RAW,0,4.87,21.79
BEEF.AUS.IMP.WAGYU.EXTERNAL FAT.AUST. MARBLE SCORE 4/5.RAW,0,63.27,6.54
BEEF.AUS.IMP.WGU.LOIN.TENLN STK/RST.BNLESS.LN. MRB SCR 9.RAW,0.57,17.73,18.87
BEEF.AUS.IMP.WGU.SML END RIB STK/RST.BNLESS.MRB SCR 9.RAW,0.46,28.61,17.61
BEEF.AUS.IMP.WGU.SMLEDRIB STK/RST.BNLES.LN&FAT.MRBSCR4/5.RAW,0,27.64,17.07
BEEF.AUS.IMP.WGU.SMLEDRIB STK/RST.BNLESS.LN&FAT.MRB SCR9.RAW,0.42,38.3,14.54
BEEF.AUS.IMP.WGU.SMLENDRIB STK/RST.BNLESS. MRB SCR 4/5.RAW,0,16.93,20.35
BEEF.AUS.IMP.WGU.TENLN STK/RST.BNLESS.LN.MRB SCR 4/5.RAW,0,12.3,20.19
BEEF.AUS.IMP.WGU.TOP LN STK/RST.BNLESS.LN.MRB SCR 4/5.RAW,0.2,15.69,20.15
BEEF.AUS.IMP.WGU.TP LN STK/RST.BNLES.LN & FAT.MRB SCR4/5.RAW,0.17,24.2,17.67
BEEF.AUS.IMP.WGU.TP LN STK/RST.BNLESS.LN.MARBLE SCORE 9.RAW,0.13,29.15,16.92
BEEF.AUS.IMP.WGU.TP LN STK/RST.LN & FAT.MARBLE SCORE9.RAW,0.22,36.98,14.58
BEEF.AUST.IMP.WAGYU.EXTERNAL FAT.AUST. MARBLE SCORE 9.RAW,0.97,68.07,5.54
BEEF.AUST.IMP.WAGYU.SEAM FAT.AUST. MARBLE SCORE 4/5.RAW,0,63.3,6
BEEF.AUSTRALIAN.IMP.GRASS-FED.EXTERNAL FAT.RAW,0.39,51.36,11.32
BEEF.AUSTRALIAN.IMP.GRASS-FED.GROUND.85% LN / 15% FAT.RAW,0,18.12,17.72
BEEF.AUSTRALIAN.IMP.GRASS-FED.SEAM FAT.RAW,1.06,57.73,9.58
